订单交易时间,订单编号,订单来源,用户ID,会员,首次下单用户,性别,品类,商品单价,购买数量,活动优惠,换货,退货,已评价
2023-01-06 00:00:00,O00000064,直播下单,U00799,是,否,男,服饰,87,1,是,0,0,0
2023-01-06 00:00:00,O00000065,直播下单,U00318,否,是,女,家居,47,2,是,0,0,0
2023-01-06 00:00:00,O00000066,店铺下单,U01613,否,否,男,食品,63,3,否,0,0,1
2023-01-07 00:00:00,O00000067,直播下单,U00148,否,否,女,数码,186,1,是,0,0,0
2023-01-07 00:00:00,O00000068,直播下单,U00110,是,否,女,食品,53,1,是,0,0,1
2023-01-07 00:00:00,O00000069,直播下单,U01284,否,否,女,服饰,161,2,否,0,0,1
2023-01-07 00:00:00,O00000070,直播下单,U00376,否,是,女,食品,85,1,是,0,0,1
2023-01-07 00:00:00,O00000071,直播下单,U01414,否,否,女,数码,78,1,是,1,0,0
2023-01-07 00:00:00,O00000072,店铺下单,U01080,否,否,女,数码,107,1,否,0,0,1
2023-01-07 00:00:00,O00000073,直播下单,U00822,否,否,男,服饰,121,1,否,0,0,1
2023-01-07 00:00:00,O00000074,直播下单,U00343,否,否,女,数码,103,2,否,0,0,0
2023-01-07 00:00:00,O00000075,店铺下单,U01429,否,否,男,数码,81,1,是,0,0,1
2023-01-08 00:00:00,O00000076,店铺下单,U00428,否,是,女,家居,112,1,否,0,0,0
2023-01-08 00:00:00,O00000077,直播下单,U01921,否,否,男,服饰,144,1,是,0,0,1
2023-01-08 00:00:00,O00000078,店铺下单,U00398,是,是,女,服饰,129,2,否,0,0,0
2023-01-08 00:00:00,O00000079,店铺下单,U00031,否,否,女,家居,91,1,是,0,1,0
2023-01-08 00:00:00,O00000080,店铺下单,U00896,否,否,男,数码,53,1,否,0,0,0
2023-01-08 00:00:00,O00000081,店铺下单,U01756,否,是,女,家居,88,1,否,0,0,1
2023-01-08 00:00:00,O00000082,直播下单,U00009,否,是,男,食品,173,1,是,0,0,1
2023-01-08 00:00:00,O00000083,店铺下单,U00490,否,是,男,数码,167,1,是,0,0,1
2023-01-08 00:00:00,O00000084,直播下单,U00480,否,否,男,数码,112,2,是,0,0,1
2023-01-08 00:00:00,O00000085,店铺下单,U01404,是,否,男,数码,133,1,是,1,0,1
2023-01-08 00:00:00,O00000086,店铺下单,U01964,否,是,女,食品,106,1,否,0,0,1
2023-01-08 00:00:00,O00000087,店铺下单,U00326,否,否,男,数码,134,2,否,0,0,0
2023-01-08 00:00:00,O00000088,店铺下单,U01139,否,是,男,家居,95,1,否,0,0,1
2023-01-09 00:00:00,O00000089,店铺下单,U00931,否,否,男,家居,116,1,是,0,0,1
2023-01-09 00:00:00,O00000090,直播下单,U00361,否,否,男,服饰,70,1,是,0,0,1
2023-01-09 00:00:00,O00000091,直播下单,U01192,否,否,男,食品,129,1,否,0,0,1
2023-01-09 00:00:00,O00000092,直播下单,U01698,否,是,男,数码,41,1,否,0,0,0
2023-01-09 00:00:00,O00000093,店铺下单,U01928,否,是,男,数码,132,1,否,0,0,0
2023-01-09 00:00:00,O00000094,店铺下单,U00438,否,否,男,数码,66,1,否,0,0,1
2023-01-09 00:00:00,O00000095,直播下单,U00352,否,是,男,家居,198,1,否,0,0,1
2023-01-09 00:00:00,O00000096,店铺下单,U00472,否,是,女,数码,150,1,是,0,0,1
2023-01-09 00:00:00,O00000097,店铺下单,U01706,否,否,女,服饰,196,1,是,0,0,1
2023-01-09 00:00:00,O00000098,直播下单,U00255,否,否,女,服饰,194,1,否,0,0,1
2023-01-09 00:00:00,O00000099,直播下单,U01681,是,否,男,家居,87,1,否,0,0,0
2023-01-09 00:00:00,O00000100,店铺下单,U00686,否,否,女,食品,187,1,否,0,0,1
2023-01-09 00:00:00,O00000101,店铺下单,U01485,是,否,男,数码,127,1,否,0,0,1
2023-01-09 00:00:00,O00000102,直播下单,U01679,否,否,女,食品,184,1,是,0,0,0
2023-01-09 00:00:00,O00000103,店铺下单,U01549,是,否,女,食品,72,1,否,0,0,1
2023-01-10 00:00:00,O00000104,直播下单,U01985,是,否,男,服饰,182,1,是,0,0,1
2023-01-10 00:00:00,O00000105,直播下单,U00425,否,否,女,服饰,77,1,是,0,0,0
2023-01-10 00:00:00,O00000106,直播下单,U01027,否,否,女,食品,49,2,否,0,0,1
2023-01-10 00:00:00,O00000107,店铺下单,U00027,否,否,男,食品,151,4,是,0,0,1
2023-01-10 00:00:00,O00000108,店铺下单,U01374,是,是,男,食品,55,1,否,1,0,0
2023-01-10 00:00:00,O00000109,店铺下单,U00660,否,否,女,服饰,187,1,是,0,0,1
2023-01-10 00:00:00,O00000110,直播下单,U00729,否,是,女,家居,67,1,是,0,0,1
2023-01-11 00:00:00,O00000111,直播下单,U00926,否,否,男,服饰,74,1,否,1,0,1
2023-01-11 00:00:00,O00000112,店铺下单,U01550,是,否,女,数码,160,1,是,0,0,1
2023-01-11 00:00:00,O00000113,直播下单,U01642,否,否,女,家居,125,2,是,0,0,1
2023-01-11 00:00:00,O00000114,直播下单,U01254,是,是,男,家居,173,1,是,0,0,1
2023-01-11 00:00:00,O00000115,店铺下单,U00258,否,是,男,食品,123,1,否,0,0,1
2023-01-11 00:00:00,O00000116,店铺下单,U01235,否,否,女,数码,153,1,否,0,0,1
2023-01-11 00:00:00,O00000117,店铺下单,U00180,否,是,男,家居,49,1,否,0,0,1
2023-01-11 00:00:00,O00000118,直播下单,U00871,是,否,男,服饰,166,1,是,0,1,1
2023-01-11 00:00:00,O00000119,直播下单,U00730,否,否,男,服饰,120,1,否,0,0,1
2023-01-11 00:00:00,O00000120,直播下单,U00585,是,否,女,数码,121,1,否,0,0,0
2023-01-11 00:00:00,O00000121,直播下单,U00680,否,否,女,服饰,152,1,否,0,0,1
2023-01-11 00:00:00,O00000122,店铺下单,U00210,否,否,女,食品,169,1,否,0,0,1
2023-01-11 00:00:00,O00000123,店铺下单,U00433,否,否,女,数码,139,3,是,0,0,0
2023-01-12 00:00:00,O00000124,店铺下单,U01135,否,是,男,家居,91,2,否,0,0,1
2023-01-12 00:00:00,O00000125,直播下单,U01631,是,否,女,食品,185,1,是,0,0,1
2023-01-12 00:00:00,O00000126,直播下单,U00457,否,否,男,食品,120,1,是,0,0,1
2023-01-12 00:00:00,O00000127,店铺下单,U01515,否,否,女,服饰,65,1,是,0,0,1
2023-01-12 00:00:00,O00000128,直播下单,U01684,否,否,女,家居,136,1,是,0,0,1
2023-01-12 00:00:00,O00000129,店铺下单,U00097,否,是,女,服饰,138,1,是,0,0,1
2023-01-12 00:00:00,O00000130,店铺下单,U01367,否,是,男,数码,145,1,否,0,0,0
2023-01-12 00:00:00,O00000131,直播下单,U01852,否,否,女,数码,58,1,否,0,0,1
2023-01-13 00:00:00,O00000132,店铺下单,U00371,否,否,女,食品,133,1,否,0,0,1
2023-01-13 00:00:00,O00000133,直播下单,U01695,是,是,男,家居,90,1,否,0,0,1
2023-01-13 00:00:00,O00000134,直播下单,U00239,否,否,女,数码,81,1,否,0,0,1
2023-01-13 00:00:00,O00000135,直播下单,U00935,是,否,男,食品,149,1,否,0,0,1
2023-01-13 00:00:00,O00000136,直播下单,U01736,是,否,女,食品,190,1,否,0,0,1
2023-01-13 00:00:00,O00000137,店铺下单,U01084,是,否,女,食品,132,1,否,0,0,1
2023-01-14 00:00:00,O00000138,直播下单,U00259,是,是,男,服饰,60,2,否,0,0,1
2023-01-14 00:00:00,O00000139,店铺下单,U01472,否,否,男,服饰,121,1,是,1,0,1
2023-01-14 00:00:00,O00000140,店铺下单,U01211,是,否,女,服饰,175,2,是,0,0,1
2023-01-14 00:00:00,O00000141,直播下单,U01373,是,是,女,食品,156,1,否,0,0,1
2023-01-14 00:00:00,O00000142,直播下单,U01236,否,否,女,服饰,130,1,是,0,0,1
2023-01-14 00:00:00,O00000143,店铺下单,U01137,否,否,女,数码,111,1,否,0,0,1
2023-01-14 00:00:00,O00000144,直播下单,U01178,是,否,男,食品,75,1,是,0,0,1
2023-01-14 00:00:00,O00000145,店铺下单,U01559,否,否,女,数码,81,1,是,0,0,1
2023-01-15 00:00:00,O00000146,店铺下单,U00610,是,是,男,家居,60,1,否,0,0,0
2023-01-15 00:00:00,O00000147,店铺下单,U01312,否,否,女,食品,139,1,否,0,0,1
2023-01-15 00:00:00,O00000148,直播下单,U00533,否,否,女,服饰,132,1,否,0,0,0
2023-01-15 00:00:00,O00000149,店铺下单,U01516,是,否,男,食品,131,1,是,0,0,0
2023-01-15 00:00:00,O00000150,店铺下单,U01148,是,否,女,数码,54,2,否,0,0,1
2023-01-15 00:00:00,O00000151,店铺下单,U01933,是,否,男,家居,178,1,否,0,0,1
2023-01-15 00:00:00,O00000152,店铺下单,U00518,否,是,男,数码,45,2,否,0,0,1
2023-01-15 00:00:00,O00000153,店铺下单,U01907,是,是,男,家居,156,1,否,0,0,1
2023-01-15 00:00:00,O00000154,店铺下单,U00600,否,否,女,服饰,102,1,否,0,0,1
2023-01-16 00:00:00,O00000155,店铺下单,U00183,否,否,男,数码,134,1,是,0,0,1
2023-01-16 00:00:00,O00000156,店铺下单,U01450,否,否,女,服饰,151,1,否,0,0,1
2023-01-16 00:00:00,O00000157,店铺下单,U00532,否,是,男,家居,188,2,是,0,0,1
2023-01-16 00:00:00,O00000158,店铺下单,U01764,是,是,女,食品,57,1,否,0,0,1
2023-01-16 00:00:00,O00000159,直播下单,U01076,是,否,男,食品,87,1,否,0,0,0
2023-01-16 00:00:00,O00000160,直播下单,U01905,否,否,女,服饰,192,4,是,0,0,1
2023-01-16 00:00:00,O00000161,店铺下单,U01237,否,否,女,食品,165,1,是,0,0,1
2023-01-16 00:00:00,O00000162,直播下单,U01466,否,否,女,家居,137,1,是,0,0,1
2023-01-17 00:00:00,O00000163,直播下单,U01926,是,是,女,服饰,96,1,否,0,0,1
2023-01-17 00:00:00,O00000164,直播下单,U01002,是,否,男,食品,169,1,否,0,0,1
2023-01-17 00:00:00,O00000165,店铺下单,U00174,否,否,男,食品,45,1,否,0,0,0
2023-01-17 00:00:00,O00000166,直播下单,U00425,否,否,男,数码,95,1,是,0,0,1
2023-01-17 00:00:00,O00000167,直播下单,U00644,是,是,女,食品,80,3,是,0,0,1
2023-01-17 00:00:00,O00000168,店铺下单,U00519,是,是,男,数码,168,1,是,0,0,1
2023-01-17 00:00:00,O00000169,直播下单,U01599,是,是,男,食品,119,1,是,0,0,1
2023-01-17 00:00:00,O00000170,直播下单,U00688,是,否,男,数码,79,1,否,0,0,1
2023-01-17 00:00:00,O00000171,直播下单,U00008,否,否,男,服饰,44,1,否,0,0,1
2023-01-18 00:00:00,O00000172,店铺下单,U01903,否,是,男,家居,40,3,是,0,0,1
2023-01-18 00:00:00,O00000173,店铺下单,U00920,否,否,女,数码,133,1,否,0,0,1
2023-01-18 00:00:00,O00000174,店铺下单,U00740,否,否,男,食品,157,2,是,0,0,0
2023-01-18 00:00:00,O00000175,直播下单,U00478,是,是,男,服饰,70,1,否,0,0,1
2023-01-18 00:00:00,O00000176,店铺下单,U01026,否,否,男,服饰,194,1,否,0,0,0
2023-01-18 00:00:00,O00000177,店铺下单,U01051,否,是,女,服饰,95,3,否,0,0,0
2023-01-18 00:00:00,O00000178,店铺下单,U01032,是,是,女,家居,73,1,是,0,0,1
2023-01-18 00:00:00,O00000179,直播下单,U00151,是,否,女,服饰,84,1,是,0,0,1
2023-01-18 00:00:00,O00000180,直播下单,U00614,否,否,女,家居,186,3,否,0,0,1
2023-01-18 00:00:00,O00000181,店铺下单,U01681,是,否,男,食品,146,1,否,0,0,1
2023-01-18 00:00:00,O00000182,店铺下单,U01607,是,否,男,家居,193,1,否,0,0,0
2023-01-18 00:00:00,O00000183,直播下单,U01507,是,否,男,食品,77,2,是,0,1,1
2023-01-18 00:00:00,O00000184,直播下单,U00308,否,否,女,服饰,128,1,是,0,0,1
2023-01-19 00:00:00,O00000185,直播下单,U01716,否,否,男,服饰,180,1,是,0,0,1
2023-01-19 00:00:00,O00000186,直播下单,U01470,是,否,男,数码,54,1,是,0,0,1
2023-01-19 00:00:00,O00000187,店铺下单,U00076,否,否,男,数码,81,1,否,0,0,1
2023-01-19 00:00:00,O00000188,直播下单,U01045,否,否,男,家居,131,2,否,0,0,1
2023-01-19 00:00:00,O00000189,店铺下单,U01326,否,否,女,家居,66,2,否,0,0,1
2023-01-19 00:00:00,O00000190,直播下单,U01690,否,否,女,食品,42,1,是,0,0,1
2023-01-19 00:00:00,O00000191,店铺下单,U00752,否,否,男,数码,185,1,否,0,0,1
2023-01-19 00:00:00,O00000192,直播下单,U00801,否,否,男,食品,100,2,是,0,0,1
2023-01-19 00:00:00,O00000193,店铺下单,U00423,否,否,男,家居,93,1,是,0,0,0
2023-01-19 00:00:00,O00000194,店铺下单,U01821,否,是,男,服饰,40,1,否,0,0,1
2023-01-20 00:00:00,O00000195,直播下单,U01459,否,否,女,服饰,141,1,否,0,0,1
2023-01-20 00:00:00,O00000196,直播下单,U00513,是,否,女,家居,123,1,否,0,0,0
2023-01-20 00:00:00,O00000197,直播下单,U01168,否,是,女,服饰,73,1,是,0,0,1
2023-01-20 00:00:00,O00000198,直播下单,U01613,否,是,女,服饰,75,1,是,0,0,1
2023-01-20 00:00:00,O00000199,店铺下单,U01891,否,否,男,服饰,64,1,否,0,0,0
2023-01-20 00:00:00,O00000200,店铺下单,U00470,否,是,男,服饰,164,1,是,0,0,1
2023-01-20 00:00:00,O00000201,直播下单,U00580,否,否,男,数码,44,1,否,1,0,1
2023-01-20 00:00:00,O00000202,店铺下单,U00649,否,否,男,服饰,127,1,是,0,0,0
2023-01-20 00:00:00,O00000203,店铺下单,U00637,否,否,女,家居,76,1,是,0,0,1
2023-01-20 00:00:00,O00000204,直播下单,U00213,是,否,男,食品,108,1,是,0,0,1
2023-01-20 00:00:00,O00000205,直播下单,U01212,是,否,男,家居,140,1,否,0,0,1
2023-01-20 00:00:00,O00000206,店铺下单,U00523,否,是,男,家居,50,1,是,0,0,1
2023-01-20 00:00:00,O00000207,直播下单,U01664,是,否,女,食品,195,1,否,0,0,1
2023-01-20 00:00:00,O00000208,直播下单,U01381,否,否,男,家居,44,1,是,0,0,0
2023-01-20 00:00:00,O00000209,店铺下单,U01211,是,是,女,数码,152,1,否,0,0,1
2023-01-21 00:00:00,O00000210,直播下单,U00849,是,是,男,食品,61,1,否,0,0,1
2023-01-21 00:00:00,O00000211,直播下单,U00124,否,是,男,数码,105,1,是,0,0,0
2023-01-21 00:00:00,O00000212,直播下单,U01485,否,是,女,服饰,59,1,否,0,0,0
2023-01-21 00:00:00,O00000213,直播下单,U00741,是,否,女,数码,176,4,否,0,0,0
2023-01-21 00:00:00,O00000214,店铺下单,U00947,否,否,女,食品,93,2,否,0,0,1
2023-01-21 00:00:00,O00000215,直播下单,U01449,否,否,女,数码,196,1,否,0,0,1
2023-01-21 00:00:00,O00000216,直播下单,U00695,是,否,男,服饰,43,1,否,0,0,1
2023-01-22 00:00:00,O00000217,店铺下单,U01783,是,否,女,服饰,156,4,否,0,0,1
2023-01-22 00:00:00,O00000218,直播下单,U00485,否,否,男,数码,159,1,是,0,0,1
2023-01-22 00:00:00,O00000219,直播下单,U00045,是,否,男,数码,40,1,否,0,0,0
2023-01-22 00:00:00,O00000220,直播下单,U01705,是,否,男,服饰,75,3,否,0,0,1
2023-01-22 00:00:00,O00000221,店铺下单,U01734,是,是,女,服饰,75,1,否,0,0,1
2023-01-22 00:00:00,O00000222,店铺下单,U00920,否,否,男,家居,146,1,否,0,0,1
2023-01-22 00:00:00,O00000223,店铺下单,U00586,否,否,女,家居,149,1,否,0,0,0
2023-01-22 00:00:00,O00000224,直播下单,U01442,否,否,男,服饰,111,1,否,0,0,1
2023-01-22 00:00:00,O00000225,店铺下单,U01212,否,否,女,家居,127,1,否,0,0,1
2023-01-22 00:00:00,O00000226,直播下单,U00568,否,否,男,家居,175,1,是,0,0,1
2023-01-22 00:00:00,O00000227,直播下单,U01151,否,否,女,数码,170,1,否,0,0,1
2023-01-22 00:00:00,O00000228,直播下单,U00591,否,否,男,食品,101,1,否,0,0,1
2023-01-23 00:00:00,O00000229,店铺下单,U01484,是,否,男,家居,199,1,是,0,0,1
2023-01-23 00:00:00,O00000230,直播下单,U01804,否,否,男,数码,163,1,是,0,1,1
2023-01-23 00:00:00,O00000231,直播下单,U00967,否,是,女,数码,95,1,否,0,0,1
2023-01-23 00:00:00,O00000232,店铺下单,U01694,否,否,女,食品,124,1,否,0,0,1
2023-01-23 00:00:00,O00000233,直播下单,U01143,否,是,女,服饰,52,1,是,0,0,1
2023-01-23 00:00:00,O00000234,直播下单,U00988,否,是,女,服饰,105,1,是,0,0,0
2023-01-23 00:00:00,O00000235,直播下单,U01317,是,否,女,数码,156,1,否,0,0,0
2023-01-23 00:00:00,O00000236,直播下单,U00662,否,是,女,服饰,118,1,否,0,0,1
2023-01-23 00:00:00,O00000237,店铺下单,U00026,否,否,男,数码,182,1,否,0,0,1
2023-01-23 00:00:00,O00000238,店铺下单,U01914,是,否,男,服饰,100,1,否,0,0,1
2023-01-23 00:00:00,O00000239,直播下单,U01933,否,是,女,服饰,142,1,否,0,0,0
2023-01-23 00:00:00,O00000240,直播下单,U01677,是,否,男,食品,182,1,是,0,0,0
2023-01-23 00:00:00,O00000241,店铺下单,U01992,否,是,男,服饰,104,1,否,0,0,1
2023-01-23 00:00:00,O00000242,直播下单,U01522,否,否,男,数码,154,1,否,0,0,1
2023-01-23 00:00:00,O00000243,直播下单,U00725,否,否,男,服饰,112,1,是,0,0,1
2023-01-23 00:00:00,O00000244,店铺下单,U00493,是,否,女,数码,156,1,否,0,0,1
2023-01-24 00:00:00,O00000245,直播下单,U00908,否,是,女,家居,141,1,是,0,0,1
2023-01-24 00:00:00,O00000246,直播下单,U01138,是,否,女,家居,145,1,否,0,0,1
2023-01-24 00:00:00,O00000247,店铺下单,U01952,否,否,男,家居,87,1,是,0,0,0
2023-01-24 00:00:00,O00000248,直播下单,U00784,否,否,男,服饰,184,1,否,0,0,1
2023-01-24 00:00:00,O00000249,直播下单,U00501,否,是,男,数码,69,1,否,0,0,1
2023-01-24 00:00:00,O00000250,直播下单,U01079,否,否,男,家居,136,1,是,0,0,1
2023-01-24 00:00:00,O00000251,直播下单,U00749,否,否,女,服饰,89,1,否,0,0,1
2023-01-24 00:00:00,O00000252,直播下单,U00836,否,否,男,食品,114,1,是,0,1,0
2023-01-24 00:00:00,O00000253,直播下单,U01199,否,否,女,服饰,85,1,否,0,0,1
2023-01-24 00:00:00,O00000254,店铺下单,U00232,否,否,男,家居,45,1,是,0,0,1
2023-01-24 00:00:00,O00000255,直播下单,U00453,否,是,男,家居,111,1,是,0,0,1
2023-01-24 00:00:00,O00000256,直播下单,U01798,否,是,男,食品,71,1,否,0,0,1
2023-01-24 00:00:00,O00000257,直播下单,U00424,是,是,男,数码,185,1,是,0,0,1
2023-01-25 00:00:00,O00000258,店铺下单,U00743,否,否,男,服饰,167,2,否,0,0,1
2023-01-25 00:00:00,O00000259,直播下单,U01459,是,否,男,数码,58,1,否,0,0,1
2023-01-25 00:00:00,O00000260,店铺下单,U00314,否,否,女,家居,126,1,否,0,0,1
2023-01-25 00:00:00,O00000261,店铺下单,U00393,否,否,女,家居,87,1,是,0,0,1
2023-01-26 00:00:00,O00000262,直播下单,U01605,否,否,男,家居,111,1,是,0,0,0
2023-01-26 00:00:00,O00000263,直播下单,U01142,是,否,男,服饰,183,4,是,0,0,1
2023-01-26 00:00:00,O00000264,店铺下单,U00834,是,否,男,家居,94,1,否,0,0,1
2023-01-26 00:00:00,O00000265,直播下单,U01039,否,是,男,服饰,175,2,是,0,0,0
2023-01-26 00:00:00,O00000266,直播下单,U00517,否,否,女,服饰,164,1,是,0,0,1
2023-01-26 00:00:00,O00000267,直播下单,U01112,是,否,男,服饰,60,1,是,0,0,1
2023-01-26 00:00:00,O00000268,店铺下单,U01794,否,否,女,服饰,99,2,否,1,0,1
2023-01-26 00:00:00,O00000269,店铺下单,U01818,否,否,女,数码,85,2,否,0,0,1
2023-01-26 00:00:00,O00000270,店铺下单,U01315,是,否,女,数码,131,1,是,0,0,1
2023-01-27 00:00:00,O00000271,店铺下单,U00982,否,否,女,家居,40,1,否,0,0,1
2023-01-27 00:00:00,O00000272,直播下单,U01164,是,否,女,食品,120,1,是,0,0,1
2023-01-27 00:00:00,O00000273,直播下单,U01027,是,否,男,服饰,90,1,是,0,0,0
2023-01-27 00:00:00,O00000274,店铺下单,U01087,是,否,男,食品,105,1,是,0,0,1
2023-01-27 00:00:00,O00000275,店铺下单,U01267,否,否,女,食品,133,1,否,0,0,0
2023-01-28 00:00:00,O00000276,直播下单,U00864,否,是,女,家居,184,4,是,0,0,1
2023-01-28 00:00:00,O00000277,店铺下单,U00039,是,否,女,数码,39,1,是,0,0,0
2023-01-28 00:00:00,O00000278,店铺下单,U01652,否,是,女,数码,84,1,否,0,0,1
2023-01-28 00:00:00,O00000279,店铺下单,U00378,是,否,女,数码,188,3,是,0,0,1
2023-01-28 00:00:00,O00000280,直播下单,U00619,否,是,女,服饰,82,1,是,0,0,1
2023-01-28 00:00:00,O00000281,直播下单,U00546,否,否,男,食品,137,2,否,0,0,1
2023-01-28 00:00:00,O00000282,直播下单,U00613,是,否,男,家居,129,1,是,0,0,1
2023-01-29 00:00:00,O00000283,店铺下单,U00490,是,否,女,家居,181,1,是,0,0,1
2023-01-29 00:00:00,O00000284,店铺下单,U01818,否,是,男,数码,143,1,是,0,0,1
